"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/20/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.38,NVDA,"NVIDIA CORP",2379504,947.80,"86,716.00","82,189,424.80"
4.07,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,50.65,"1,511,043.00","76,541,374.60"
3.59,NFLX,"NETFLIX INC",2857817,640.82,"105,108.00","67,355,308.56"
3.56,QCOM,"QUALCOMM INC",2714923,197.76,"337,866.00","66,816,380.16"
3.37,META,"META PLATFORMS INC",B7TL820,468.84,"134,881.00","63,237,608.04"
3.32,GOOGL,"ALPHABET INC-CL A",BYVY8G0,176.92,"352,919.00","62,438,429.48"
3.29,BABA,"ALIBABA GRP-ADR",BP41ZD1,88.28,"700,960.00","61,880,748.80"
3.25,AMZN,"AMAZON.COM INC",2000019,183.54,"332,414.00","61,011,265.56"
3.20,AVGO,"BROADCOM INC",BDZ78H9,"1,414.03","42,481.00","60,069,408.43"
3.07,ORCL,"ORACLE CORP",2661568,124.52,"463,689.00","57,738,554.28"
2.95,MSFT,"MICROSOFT CORP",2588173,425.34,"130,124.00","55,346,942.16"
2.86,CRM,"SALESFORCE INC",2310525,287.07,"187,074.00","53,703,333.18"
2.85,"005930 KS","SAMSUNG ELECTRON",6771720,58.19,"919,704.00","53,519,670.76"
2.85,NOW,"SERVICENOW INC",B80NXX8,774.18,"69,127.00","53,516,740.86"
2.70,AAPL,"APPLE INC",2046251,191.04,"265,881.00","50,793,906.24"
2.70,IBM,IBM,2005973,169.92,"298,391.00","50,702,598.72"
2.51,CSCO,"CISCO SYSTEMS INC",2198163,47.13,"1,002,009.00","47,224,684.17"
2.43,"SIE GR","SIEMENS AG-REG",5727973,188.09,"242,893.00","45,686,759.05"
2.31,TSLA,"TESLA INC",B616C79,174.95,"248,329.00","43,445,158.55"
2.29,ACN,"ACCENTURE PLC-CL A",B4BNMY3,305.70,"140,431.00","42,929,756.70"
