"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/04/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.62,INTC,"INTEL CORP",2463247,42.35,"677,973.00","28,712,156.55"
3.45,NOW,"SERVICENOW INC",B80NXX8,687.62,"39,726.00","27,316,392.12"
3.40,ADBE,"ADOBE INC",2008154,604.56,"44,594.00","26,959,748.64"
3.38,IBM,IBM,2005973,161.10,"166,052.00","26,750,977.20"
3.24,AMZN,"AMAZON.COM INC",2000019,144.84,"177,209.00","25,666,951.56"
3.20,CRM,"SALESFORCE INC",2310525,250.66,"101,189.00","25,364,034.74"
3.16,META,"META PLATFORMS INC",B7TL820,320.02,"78,134.00","25,004,442.68"
3.14,GOOGL,"ALPHABET INC-CL A",BYVY8G0,129.27,"192,150.00","24,839,230.50"
3.12,MSFT,"MICROSOFT CORP",2588173,369.14,"67,053.00","24,751,944.42"
3.10,ACN,"ACCENTURE PLC-CL A",B4BNMY3,336.43,"72,926.00","24,534,494.18"
3.08,NFLX,"NETFLIX INC",2857817,453.90,"53,818.00","24,427,990.20"
3.03,QCOM,"QUALCOMM INC",2714923,129.95,"184,917.00","24,029,964.15"
2.97,NVDA,"NVIDIA CORP",2379504,455.06,"51,711.00","23,531,607.66"
2.96,"005930 KS","SAMSUNG ELECTRON",6771720,55.67,"420,936.00","23,434,648.67"
2.93,"SIE GR","SIEMENS AG-REG",5727973,169.78,"136,808.00","23,227,471.17"
2.88,AAPL,"APPLE INC",2046251,189.43,"120,319.00","22,792,028.17"
2.86,ORCL,"ORACLE CORP",2661568,115.78,"195,879.00","22,678,870.62"
2.76,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,40.53,"539,443.00","21,862,176.73"
2.66,CSCO,"CISCO SYSTEMS INC",2198163,48.05,"437,688.00","21,030,908.40"
2.64,TSLA,"TESLA INC",B616C79,235.58,"88,600.00","20,872,388.00"
2.46,UBER,"UBER TECHNOLOGIES INC",BK6N347,58.63,"332,026.00","19,466,684.38"
2.30,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.03,"249,861.00","18,247,348.83"
1.80,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,72.52,"196,261.00","14,232,847.72"
1.66,SNPS,"SYNOPSYS INC",2867719,531.20,"24,691.00","13,115,859.20"
