"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/17/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.35,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,58.99,"1,962,743.00","115,784,115.46"
3.78,BABA,"ALIBABA GRP-ADR",BP41ZD1,108.87,"922,956.00","100,482,219.72"
3.75,"005930 KS","SAMSUNG ELECTRON",6771720,38.83,"2,570,271.00","99,807,556.36"
3.57,NFLX,"NETFLIX INC",2857817,973.03,"97,516.00","94,885,993.48"
3.23,CSCO,"CISCO SYSTEMS INC",2198163,55.76,"1,543,303.00","86,054,575.28"
3.22,IBM,IBM,2005973,238.81,"358,767.00","85,677,147.27"
3.18,AAPL,"APPLE INC",2046251,196.98,"429,401.00","84,583,408.98"
2.98,PLTR,"PALANTIR TECHN-A",BN78DQ4,93.78,"846,104.00","79,347,633.12"
2.97,MSFT,"MICROSOFT CORP",2588173,367.78,"214,994.00","79,070,493.32"
2.84,META,"META PLATFORMS INC",B7TL820,501.48,"150,899.00","75,672,830.52"
2.81,ACN,"ACCENTURE PLC-CL A",B4BNMY3,282.35,"264,383.00","74,648,540.05"
2.76,GOOGL,"ALPHABET INC-CL A",BYVY8G0,151.16,"485,098.00","73,327,413.68"
2.67,CRM,"SALESFORCE INC",2310525,247.26,"286,977.00","70,957,933.02"
2.65,AMZN,"AMAZON.COM INC",2000019,172.61,"407,951.00","70,416,422.11"
2.57,AVGO,"BROADCOM INC",BDZ78H9,170.99,"399,699.00","68,344,532.01"
2.49,ORCL,"ORACLE CORP",2661568,128.62,"515,041.00","66,244,573.42"
2.49,NVDA,"NVIDIA CORP",2379504,101.49,"652,355.00","66,207,508.95"
2.47,"SIE GR","SIEMENS AG-REG",5727973,212.28,"310,009.00","65,807,681.07"
2.46,NOW,"SERVICENOW INC",B80NXX8,772.16,"84,586.00","65,313,925.76"
2.44,TSM,"TAIWAN SEMIC-ADR",2113382,151.74,"427,565.00","64,878,713.10"
2.31,UBER,"UBER TECHNOLOGIES INC",BK6N347,75.24,"817,025.00","61,472,961.00"
2.21,QCOM,"QUALCOMM INC",2714923,136.66,"431,073.00","58,910,436.18"
2.21,ADBE,"ADOBE INC",2008154,348.80,"168,742.00","58,857,209.60"
2.11,TSLA,"TESLA INC",B616C79,241.37,"232,507.00","56,120,214.59"
2.07,AMD,"ADVANCED MICRO DEVICES",2007849,87.50,"629,657.00","55,094,987.50"
1.48,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,83.65,"470,585.00","39,364,435.25"
1.42,"3690 HK","MEITUAN-CLASS B",BGJW376,17.58,"2,142,215.00","37,663,074.94"
1.31,"000660 KS","SK HYNIX INC",6450267,123.33,"282,527.00","34,844,233.41"
1.19,TRI,"THOMSON REUTERS CORP",BNBXPB4,181.95,"174,570.00","31,763,011.50"
1.19,INTC,"INTEL CORP",2463247,18.93,"1,667,557.00","31,566,854.01"
1.12,MU,"MICRON TECHNOLOGY INC",2588184,68.80,"432,304.00","29,742,515.20"
1.07,FTNT,"FORTINET INC",B5B2106,96.13,"296,370.00","28,490,048.10"
1.04,CDNS,"CADENCE DESIGN SYS INC",2302232,260.22,"106,294.00","27,659,824.68"
1.04,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,238.22,"115,658.00","27,552,048.76"
0.93,SNPS,"SYNOPSYS INC",2867719,413.32,"59,972.00","24,787,627.04"
0.69,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,143.43,"128,080.00","18,370,514.40"
0.69,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,221.02,"82,919.00","18,326,757.38"
0.65,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,51.70,"334,760.00","17,307,092.00"
0.63,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,170.74,"98,432.00","16,806,279.68"
0.61,"EXPN LN","EXPERIAN PLC",B19NLV4,45.59,"354,669.00","16,169,106.54"
0.61,"6702 JP","FUJITSU LIMITED",6356945,20.17,"798,655.00","16,108,436.70"
0.59,"WKL NA","WOLTERS KLUWER",5671519,170.43,"92,258.00","15,723,296.52"
0.57,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,30.21,"504,702.00","15,249,559.87"
0.51,STNE,"STONECO LTD-A",BGKG6M3,12.26,"1,114,397.00","13,662,507.22"
0.48,"6701 JP","NEC CORP",6640400,22.28,"574,310.00","12,792,955.14"
0.45,ZS,"ZSCALER INC",BZ00V34,201.09,"59,406.00","11,945,952.54"
0.42,DDOG,"DATADOG INC - CLASS A",BKT9Y49,91.18,"121,232.00","11,053,933.76"
