"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/24/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.94,NVDA,"NVIDIA CORP",2379504,"1,064.69","87,164.00","92,802,639.16"
3.90,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.25,"1,519,443.00","73,312,857.36"
3.80,QCOM,"QUALCOMM INC",2714923,210.36,"339,602.00","71,438,676.72"
3.64,NFLX,"NETFLIX INC",2857817,646.75,"105,640.00","68,322,670.00"
3.45,META,"META PLATFORMS INC",B7TL820,478.22,"135,581.00","64,837,545.82"
3.30,GOOGL,"ALPHABET INC-CL A",BYVY8G0,174.99,"354,739.00","62,075,777.61"
3.21,AMZN,"AMAZON.COM INC",2000019,180.75,"334,122.00","60,392,551.50"
3.20,AVGO,"BROADCOM INC",BDZ78H9,"1,407.84","42,705.00","60,121,807.20"
3.05,ORCL,"ORACLE CORP",2661568,122.91,"466,069.00","57,284,540.79"
3.05,BABA,"ALIBABA GRP-ADR",BP41ZD1,81.26,"704,572.00","57,253,520.72"
2.99,MSFT,"MICROSOFT CORP",2588173,430.16,"130,796.00","56,263,207.36"
2.73,NOW,"SERVICENOW INC",B80NXX8,738.51,"69,491.00","51,319,798.41"
2.73,IBM,IBM,2005973,170.89,"299,931.00","51,255,208.59"
2.73,"005930 KS","SAMSUNG ELECTRON",6771720,55.42,"924,436.00","51,233,802.41"
2.72,CRM,"SALESFORCE INC",2310525,272.29,"188,026.00","51,197,599.54"
2.70,AAPL,"APPLE INC",2046251,189.98,"267,253.00","50,772,724.94"
2.50,"SIE GR","SIEMENS AG-REG",5727973,192.30,"244,153.00","46,950,463.02"
2.49,CSCO,"CISCO SYSTEMS INC",2198163,46.42,"1,007,161.00","46,752,413.62"
2.38,TSLA,"TESLA INC",B616C79,179.24,"249,617.00","44,741,351.08"
2.30,MU,"MICRON TECHNOLOGY INC",2588184,129.49,"334,052.00","43,256,393.48"
2.26,ACN,"ACCENTURE PLC-CL A",B4BNMY3,300.99,"141,159.00","42,487,447.41"
2.21,ADBE,"ADOBE INC",2008154,475.43,"87,331.00","41,519,777.33"
2.14,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.26,"624,637.00","40,139,173.62"
1.74,INTC,"INTEL CORP",2463247,30.72,"1,066,403.00","32,759,900.16"
1.69,"000660 KS","SK HYNIX INC",6450267,145.02,"219,346.00","31,808,773.71"
1.44,SNPS,"SYNOPSYS INC",2867719,587.40,"45,902.00","26,962,834.80"
1.35,"3690 HK","MEITUAN-CLASS B",BGJW376,14.88,"1,700,215.00","25,306,841.30"
1.29,CDNS,"CADENCE DESIGN SYS INC",2302232,294.28,"82,251.00","24,204,824.28"
1.29,TRI,"THOMSON REUTERS CORP",BNBXPB4,175.79,"137,469.00","24,165,675.51"
1.15,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,277.17,"77,941.00","21,602,906.97"
1.11,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,56.97,"365,958.00","20,848,627.26"
0.87,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.23,"396,306.00","16,337,951.26"
0.79,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,883.88,"16,779.00","14,830,622.52"
0.76,FTNT,"FORTINET INC",B5B2106,61.35,"232,164.00","14,243,261.40"
0.75,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,220.91,"63,766.00","14,086,547.06"
0.70,"5803 JP","FUJIKURA LTD",6356707,20.42,"646,909.00","13,208,111.77"
0.70,"EXPN LN","EXPERIAN PLC",B19NLV4,47.27,"278,933.00","13,185,910.72"
0.69,TTD,"TRADE DESK INC-A",BD8FDD1,94.75,"135,876.00","12,874,251.00"
0.66,"WKL NA","WOLTERS KLUWER",5671519,164.05,"75,856.00","12,443,839.48"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,123.60,"92,104.00","11,384,054.40"
0.58,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.85,"137,267.00","10,960,769.95"
