"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/07/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.61,NVDA,"NVIDIA CORP",2379504,120.89,"893,080.00","107,962,655.04"
3.89,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,47.98,"1,559,643.00","74,828,683.98"
3.74,QCOM,"QUALCOMM INC",2714923,206.62,"347,910.00","71,885,164.20"
3.61,NFLX,"NETFLIX INC",2857817,641.47,"108,186.00","69,398,073.42"
3.56,META,"META PLATFORMS INC",B7TL820,492.96,"138,931.00","68,487,425.76"
3.29,GOOGL,"ALPHABET INC-CL A",BYVY8G0,174.26,"363,449.00","63,334,622.74"
3.28,AMZN,"AMAZON.COM INC",2000019,184.30,"342,296.00","63,085,152.80"
3.20,AVGO,"BROADCOM INC",BDZ78H9,"1,406.64","43,777.00","61,578,479.28"
3.13,ORCL,"ORACLE CORP",2661568,125.92,"477,459.00","60,121,637.28"
2.95,MSFT,"MICROSOFT CORP",2588173,423.85,"134,012.00","56,800,986.20"
2.94,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.41,"721,858.00","56,600,885.78"
2.80,AAPL,"APPLE INC",2046251,196.89,"273,819.00","53,912,222.91"
2.79,"005930 KS","SAMSUNG ELECTRON",6771720,56.61,"947,082.00","53,617,576.24"
2.72,IBM,IBM,2005973,170.01,"307,301.00","52,244,243.01"
2.59,NOW,"SERVICENOW INC",B80NXX8,698.81,"71,233.00","49,778,332.73"
2.46,CSCO,"CISCO SYSTEMS INC",2198163,45.84,"1,031,817.00","47,298,491.28"
2.45,"SIE GR","SIEMENS AG-REG",5727973,188.60,"250,183.00","47,185,557.92"
2.42,CRM,"SALESFORCE INC",2310525,241.85,"192,582.00","46,575,956.70"
2.36,TSLA,"TESLA INC",B616C79,177.48,"255,781.00","45,396,011.88"
2.33,MU,"MICRON TECHNOLOGY INC",2588184,130.94,"342,226.00","44,811,072.44"
2.31,UBER,"UBER TECHNOLOGIES INC",BK6N347,69.31,"639,913.00","44,352,370.03"
2.17,ACN,"ACCENTURE PLC-CL A",B4BNMY3,288.40,"144,643.00","41,715,041.20"
2.17,ADBE,"ADOBE INC",2008154,465.43,"89,475.00","41,644,349.25"
1.78,"000660 KS","SK HYNIX INC",6450267,151.97,"224,706.00","34,148,597.48"
1.75,INTC,"INTEL CORP",2463247,30.74,"1,092,533.00","33,584,464.42"
1.40,SNPS,"SYNOPSYS INC",2867719,571.45,"46,974.00","26,843,292.30"
1.29,CDNS,"CADENCE DESIGN SYS INC",2302232,294.42,"84,261.00","24,808,123.62"
1.28,"3690 HK","MEITUAN-CLASS B",BGJW376,14.13,"1,740,415.00","24,596,041.42"
1.25,TRI,"THOMSON REUTERS CORP",BNBXPB4,170.75,"140,819.00","24,044,844.25"
1.20,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,61.59,"374,936.00","23,092,308.24"
1.13,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,271.89,"79,817.00","21,701,444.13"
0.87,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.10,"406,088.00","16,688,728.38"
0.74,FTNT,"FORTINET INC",B5B2106,59.72,"237,926.00","14,208,940.72"
0.73,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,215.56,"65,374.00","14,092,019.44"
0.69,"5803 JP","FUJIKURA LTD",6356707,20.14,"662,721.00","13,344,850.59"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,46.60,"285,767.00","13,316,428.83"
0.69,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,769.11,"17,181.00","13,214,078.91"
0.68,TTD,"TRADE DESK INC-A",BD8FDD1,94.17,"139,226.00","13,110,912.42"
0.65,"WKL NA","WOLTERS KLUWER",5671519,161.69,"77,732.00","12,568,732.40"
0.56,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.34,"140,617.00","10,734,701.78"
0.54,DDOG,"DATADOG INC - CLASS A",BKT9Y49,109.47,"94,382.00","10,331,997.54"
0.52,"6702 JP","FUJITSU LIMITED",6356945,15.51,"649,490.00","10,071,795.45"
0.47,CLS,"CELESTICA INC",BMDLRD5,52.25,"173,541.00","9,067,517.25"
0.47,ROK,"ROCKWELL AUTOMATION INC",2754060,255.91,"35,218.00","9,012,638.38"
0.45,"6954 JP","FANUC CORP",6356934,27.60,"312,401.00","8,623,247.65"
0.45,EBAY,"EBAY INC",2293819,53.08,"161,897.00","8,593,492.76"
0.44,BIDU,"BAIDU INC - SPON ADR",B0FXT17,95.89,"88,728.00","8,508,127.92"
0.43,ZS,"ZSCALER INC",BZ00V34,180.99,"45,498.00","8,234,683.02"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,20.03,"402,444.00","8,060,953.32"
0.36,WIX,"WIX.COM LTD",BFZCHN7,169.60,"40,345.00","6,842,512.00"
0.35,SNAP,"SNAP INC - A",BD8DJ71,15.59,"430,880.00","6,717,419.20"
0.35,VRNT,"VERINT SYSTEMS INC",2849193,36.78,"181,235.00","6,665,823.30"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,5.42,"1,201,290.00","6,510,849.33"
0.34,"6701 JP","NEC CORP",6640400,77.15,"84,336.00","6,506,826.50"
0.34,"6526 JP","SOCIONEXT INC",BMTVX75,26.28,"245,901.00","6,463,074.17"
0.33,PEGA,"PEGASYSTEMS INC",2675860,57.68,"111,226.00","6,415,515.68"
0.33,STX,"SEAGATE TECHNOLO",BKVD2N4,96.11,"65,952.00","6,338,646.72"
0.33,ZBRA,"ZEBRA TECH CORP",2989356,300.83,"21,014.00","6,321,641.62"
0.32,HUBB,"HUBBELL INC",BDFG6S3,366.68,"16,661.00","6,109,255.48"
0.32,"AMP IM","AMPLIFON SPA",B14NJ71,36.76,"165,440.00","6,081,695.32"
0.31,AI,"C3.AI INC-A",BMGNBJ2,30.00,"201,059.00","6,031,770.00"
0.31,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.22,"958,714.00","5,963,201.08"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.15,"500,957.00","5,583,359.16"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,11.48,"478,387.00","5,491,882.76"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,239.97,"22,464.00","5,390,686.08"
0.28,OKTA,"OKTA INC",BDFZSP1,87.42,"61,549.00","5,380,613.58"
0.28,"2353 TT","ACER INC",6005850,1.54,"3,455,600.00","5,319,109.61"
0.27,AMBA,"AMBARELLA INC",B7KH3G6,56.91,"91,470.00","5,205,557.70"
0.27,"6588 JP","TOSHIBA TEC CORP",6894887,19.96,"256,934.00","5,127,867.24"
0.26,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,44.29,"114,287.00","5,061,771.23"
0.26,INFA,"INFORMATICA INC - CLASS A",BMG95P4,28.61,"175,923.00","5,033,157.03"
0.25,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,65.95,"73,642.00","4,856,689.90"
0.25,G,"GENPACT LTD",B23DBK6,33.19,"145,757.00","4,837,310.44"
0.25,"3443 TT","GLOBAL UNICHIP CORP",B056381,49.76,"96,091.00","4,781,387.83"
0.24,"TIETO FH","TIETOEVRY OYJ",5479702,20.20,"231,654.00","4,678,664.42"
0.23,DOCU,"DOCUSIGN INC",BFYT7B7,52.05,"84,653.00","4,406,188.65"
0.22,TWLO,"TWILIO INC - A",BD6P5Q0,57.03,"72,653.00","4,143,400.59"
0.22,STNE,"STONECO LTD-A",BGKG6M3,13.24,"311,797.00","4,128,192.28"
0.21,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,90.53,"44,874.00","4,062,317.43"
0.20,DXC,"DXC TECHNOLOGY CO",BYXD7B3,16.55,"230,996.00","3,822,983.80"
