"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/30/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.28,NVDA,"NVIDIA CORP",2379504,"1,105.00","87,692.00","96,899,660.00"
3.92,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,47.08,"1,529,343.00","71,997,163.09"
3.81,QCOM,"QUALCOMM INC",2714923,204.80,"341,648.00","69,969,510.40"
3.75,NFLX,"NETFLIX INC",2857817,647.66,"106,267.00","68,824,885.22"
3.47,META,"META PLATFORMS INC",B7TL820,467.05,"136,406.00","63,708,422.30"
3.35,GOOGL,"ALPHABET INC-CL A",BYVY8G0,172.11,"356,884.00","61,423,305.24"
3.28,AMZN,"AMAZON.COM INC",2000019,179.32,"336,135.00","60,275,728.20"
3.19,AVGO,"BROADCOM INC",BDZ78H9,"1,364.08","42,969.00","58,613,153.52"
3.07,BABA,"ALIBABA GRP-ADR",BP41ZD1,79.63,"708,829.00","56,444,053.27"
2.99,ORCL,"ORACLE CORP",2661568,117.09,"468,874.00","54,900,456.66"
2.97,MSFT,"MICROSOFT CORP",2588173,414.67,"131,588.00","54,565,595.96"
2.80,AAPL,"APPLE INC",2046251,191.29,"268,870.00","51,432,142.30"
2.72,IBM,IBM,2005973,165.63,"301,746.00","49,978,189.98"
2.70,"005930 KS","SAMSUNG ELECTRON",6771720,53.28,"930,013.00","49,554,846.67"
2.55,"SIE GR","SIEMENS AG-REG",5727973,190.93,"245,638.00","46,900,288.98"
2.55,CSCO,"CISCO SYSTEMS INC",2198163,46.12,"1,013,233.00","46,730,305.96"
2.45,NOW,"SERVICENOW INC",B80NXX8,643.29,"69,920.00","44,978,836.80"
2.45,TSLA,"TESLA INC",B616C79,178.79,"251,135.00","44,900,426.65"
2.31,MU,"MICRON TECHNOLOGY INC",2588184,126.29,"336,065.00","42,441,648.85"
2.25,CRM,"SALESFORCE INC",2310525,218.01,"189,148.00","41,236,155.48"
2.20,ACN,"ACCENTURE PLC-CL A",B4BNMY3,284.80,"142,017.00","40,446,441.60"
2.19,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.12,"628,399.00","40,292,943.88"
2.13,ADBE,"ADOBE INC",2008154,445.87,"87,859.00","39,173,692.33"
1.76,INTC,"INTEL CORP",2463247,30.19,"1,072,838.00","32,388,979.22"
1.71,"000660 KS","SK HYNIX INC",6450267,141.87,"220,666.00","31,306,608.82"
1.42,SNPS,"SYNOPSYS INC",2867719,564.73,"46,166.00","26,071,325.18"
1.30,CDNS,"CADENCE DESIGN SYS INC",2302232,288.25,"82,746.00","23,851,534.50"
1.30,"3690 HK","MEITUAN-CLASS B",BGJW376,13.93,"1,710,115.00","23,824,064.82"
1.28,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.53,"138,294.00","23,444,981.82"
1.17,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,58.54,"368,169.00","21,552,613.26"
1.16,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,271.43,"78,403.00","21,280,926.29"
0.87,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,40.20,"398,715.00","16,029,949.24"
0.76,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,827.94,"16,878.00","13,973,971.32"
0.74,FTNT,"FORTINET INC",B5B2106,58.00,"233,583.00","13,547,814.00"
0.73,"5803 JP","FUJIKURA LTD",6356707,20.61,"650,803.00","13,415,448.03"
0.73,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,207.44,"64,162.00","13,309,765.28"
0.71,"EXPN LN","EXPERIAN PLC",B19NLV4,46.20,"280,616.00","12,965,696.79"
0.70,TTD,"TRADE DESK INC-A",BD8FDD1,93.71,"136,701.00","12,810,250.71"
0.66,"WKL NA","WOLTERS KLUWER",5671519,157.95,"76,318.00","12,054,739.27"
0.59,DDOG,"DATADOG INC - CLASS A",BKT9Y49,117.45,"92,665.00","10,883,504.25"
0.59,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,78.57,"138,092.00","10,849,888.44"
0.53,CLS,"CELESTICA INC",BMDLRD5,57.40,"170,410.00","9,781,534.00"
0.50,"6702 JP","FUJITSU LIMITED",6356945,14.38,"637,370.00","9,164,012.61"
