"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/06/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.61,GOOGL,"ALPHABET INC-CL A",BYVY8G0,137.58,"154,710.00","21,285,001.80"
3.37,META,"META PLATFORMS INC",B7TL820,315.43,"63,054.00","19,889,123.22"
3.35,INTC,"INTEL CORP",2463247,36.19,"546,413.00","19,774,686.47"
3.24,NVDA,"NVIDIA CORP",2379504,457.62,"41,751.00","19,106,092.62"
3.22,IBM,IBM,2005973,142.03,"133,812.00","19,005,318.36"
3.20,CSCO,"CISCO SYSTEMS INC",2198163,53.45,"352,928.00","18,864,001.60"
3.19,ADBE,"ADOBE INC",2008154,526.68,"35,754.00","18,830,916.72"
3.15,TSLA,"TESLA INC",B616C79,260.53,"71,440.00","18,612,263.20"
3.12,ACN,"ACCENTURE PLC-CL A",B4BNMY3,312.19,"58,886.00","18,383,620.34"
3.10,AMZN,"AMAZON.COM INC",2000019,127.96,"142,889.00","18,284,076.44"
3.03,NOW,"SERVICENOW INC",B80NXX8,560.72,"31,926.00","17,901,546.72"
3.00,MSFT,"MICROSOFT CORP",2588173,327.26,"54,053.00","17,689,384.78"
2.94,ORCL,"ORACLE CORP",2661568,109.96,"157,919.00","17,364,773.24"
2.94,BABA,"ALIBABA GRP-ADR",BP41ZD1,86.06,"201,501.00","17,341,176.06"
2.92,AAPL,"APPLE INC",2046251,177.49,"96,919.00","17,202,153.31"
2.88,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.97,"435,443.00","16,970,005.44"
2.86,CRM,"SALESFORCE INC",2310525,207.36,"81,429.00","16,885,117.44"
2.81,"005930 KS","SAMSUNG ELECTRON",6771720,48.89,"339,296.00","16,587,804.44"
2.81,NFLX,"NETFLIX INC",2857817,381.51,"43,418.00","16,564,401.18"
2.80,QCOM,"QUALCOMM INC",2714923,110.88,"149,037.00","16,525,222.56"
2.65,"SIE GR","SIEMENS AG-REG",5727973,141.91,"110,288.00","15,651,156.16"
2.08,UBER,"UBER TECHNOLOGIES INC",BK6N347,45.78,"267,546.00","12,248,255.88"
1.73,"3690 HK","MEITUAN-CLASS B",BGJW376,13.83,"736,915.00","10,190,887.15"
1.60,SNPS,"SYNOPSYS INC",2867719,473.26,"19,893.00","9,414,561.18"
1.49,CDNS,"CADENCE DESIGN SYS INC",2302232,243.95,"36,028.00","8,789,030.60"
1.46,"000660 KS","SK HYNIX INC",6450267,89.19,"96,527.00","8,608,778.37"
1.44,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,53.65,"158,301.00","8,492,848.65"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,125.06,"59,926.00","7,494,345.56"
1.16,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,199.02,"34,337.00","6,833,749.74"
1.01,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.45,"173,012.00","5,960,335.42"
0.99,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,213.63,"27,387.00","5,850,684.81"
0.91,"STMMI IM","STMICROELECTRONICS NV",5962343,44.33,"120,991.00","5,363,564.56"
0.84,BIDU,"BAIDU INC - SPON ADR",B0FXT17,134.76,"36,951.00","4,979,516.76"
0.81,TTD,"TRADE DESK INC-A",BD8FDD1,82.15,"58,505.00","4,806,185.75"
0.75,ROK,"ROCKWELL AUTOMATION INC",2754060,290.31,"15,149.00","4,397,906.19"
0.73,"WKL NA","WOLTERS KLUWER",5671519,124.67,"34,478.00","4,298,395.41"
0.70,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,68.46,"60,081.00","4,113,145.26"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,33.68,"121,269.00","4,084,131.68"
0.62,DDOG,"DATADOG INC - CLASS A",BKT9Y49,94.43,"38,830.00","3,666,716.90"
0.60,"6954 JP","FANUC CORP",6356934,26.24,"133,739.00","3,509,786.97"
0.55,"6702 JP","FUJITSU LIMITED",6356945,117.09,"27,915.00","3,268,617.19"
0.54,SPLK,"SPLUNK INC",B424494,146.70,"21,616.00","3,171,067.20"
0.53,ZS,"ZSCALER INC",BZ00V34,163.59,"19,162.00","3,134,711.58"
0.51,EBAY,"EBAY INC",2293819,43.01,"70,453.00","3,030,183.53"
0.48,HPE,"HEWLETT PACKA",BYVYWS0,16.83,"169,334.00","2,849,891.22"
0.36,CCCS,"CCC INTELLIGENT",BP4CXL8,12.76,"167,324.00","2,135,054.24"
0.36,INFA,"INFORMATICA INC - CLASS A",BMG95P4,21.49,"99,212.00","2,132,065.88"
0.36,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,19.51,"109,088.00","2,128,306.88"
0.36,OKTA,"OKTA INC",BDFZSP1,80.42,"26,276.00","2,113,115.92"
0.35,HUBB,"HUBBELL INC",BDFG6S3,309.19,"6,746.00","2,085,795.74"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,119.48,"17,331.00","2,070,707.88"
0.35,CYBR,"CYBERARK SOFTWAR",BQT3XY6,167.19,"12,259.00","2,049,582.21"
0.35,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,86.04,"23,690.00","2,038,315.45"
0.35,STX,"SEAGATE TECHNOLO",BKVD2N4,66.05,"30,814.00","2,035,264.70"
0.34,WIX,"WIX.COM LTD",BFZCHN7,90.32,"21,976.00","1,984,872.32"
0.33,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,289.67,"6,809.00","1,972,363.03"
0.33,"6701 JP","NEC CORP",6640400,51.25,"38,462.00","1,971,122.78"
0.33,IONQ,"IONQ INC",BP484B3,15.29,"128,490.00","1,964,612.10"
0.33,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.76,"406,366.00","1,934,302.16"
0.33,"2353 TT","ACER INC",6005850,1.16,"1,650,800.00","1,921,975.07"
0.33,BZ,"KANZHUN LTD - ADR",BM91SH0,16.09,"119,259.00","1,918,877.31"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.62,"43,836.00","1,824,454.32"
0.31,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,69.60,"26,076.00","1,814,889.60"
0.31,"6502 JP","TOSHIBA CORP",6897217,30.86,"58,268.00","1,797,932.73"
0.30,PATH,"UIPATH INC - CLASS A",BMD02L5,16.72,"105,678.00","1,766,936.16"
0.30,G,"GENPACT LTD",B23DBK6,35.93,"48,763.00","1,752,054.59"
0.30,"5803 JP","FUJIKURA LTD",6356707,7.70,"225,809.00","1,738,504.05"
0.29,"6526 JP","SOCIONEXT INC",BMTVX75,91.25,"18,657.00","1,702,449.69"
0.29,TWLO,"TWILIO INC - A",BD6P5Q0,56.85,"29,779.00","1,692,936.15"
0.28,"TIETO FH","TIETOEVRY OYJ",5479702,22.17,"74,631.00","1,654,796.33"
0.27,"XRO AU","XERO LTD",B8P4LP4,71.73,"22,254.00","1,596,283.25"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,10.71,"148,257.00","1,588,205.18"
0.26,TDC,"TERADATA CORP",B247H10,46.21,"33,758.00","1,559,957.18"
0.26,SNAP,"SNAP INC - A",BD8DJ71,8.63,"178,999.00","1,544,761.37"
0.26,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.06,"191,168.00","1,541,103.81"
0.26,"TEMN SW","TEMENOS AG - REG",7147892,70.47,"21,557.00","1,519,228.28"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,28.73,"52,387.00","1,504,973.78"
0.25,PEGA,"PEGASYSTEMS INC",2675860,43.78,"34,030.00","1,489,833.40"
0.25,ZBRA,"ZEBRA TECH CORP",2989356,223.85,"6,567.00","1,470,022.95"
0.25,STNE,"STONECO LTD-A",BGKG6M3,10.01,"144,184.00","1,443,281.84"
0.24,DXC,"DXC TECHNOLOGY CO",BYXD7B3,21.37,"66,304.00","1,416,916.48"
0.24,CGNX,"COGNEX CORP",2208288,42.15,"32,850.00","1,384,627.50"
0.21,"3443 TT","GLOBAL UNICHIP CORP",B056381,44.49,"28,200.00","1,254,712.89"
0.21,AMBA,"AMBARELLA INC",B7KH3G6,53.40,"23,440.00","1,251,696.00"
0.20,ENV,"ENVESTNET INC",B474ZK7,38.87,"30,090.00","1,169,598.30"
0.18,VRNT,"VERINT SYSTEMS INC",2849193,21.78,"49,189.00","1,071,336.42"
0.16,VSAT,"VIASAT INC",2946243,15.53,"58,835.00","913,707.55"
0.09,,CASH,,1.00,"506,797.88","506,797.88"
0.06,,"OTHER PAYABLE & RECEIVABLES",,1.00,"367,386.76","367,386.76"
0.00,,"TAIWAN DOLLAR",,0.03,"258,419.28","8,012.50"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.05,-332.77,-350.69
0.00,,"CANADIAN DOLLAR",,0.73,-486.69,-354.87
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
