"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/22/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.74,INTC,"INTEL CORP",2463247,43.67,"643,818.00","28,115,532.06"
3.48,ADBE,"ADOBE INC",2008154,619.72,"42,299.00","26,213,536.28"
3.37,META,"META PLATFORMS INC",B7TL820,341.49,"74,219.00","25,345,046.31"
3.36,GOOGL,"ALPHABET INC-CL A",BYVY8G0,138.49,"182,430.00","25,264,730.70"
3.36,NOW,"SERVICENOW INC",B80NXX8,669.66,"37,701.00","25,246,851.66"
3.28,AMZN,"AMAZON.COM INC",2000019,146.71,"168,299.00","24,691,146.29"
3.25,IBM,IBM,2005973,155.13,"157,682.00","24,461,208.66"
3.25,NFLX,"NETFLIX INC",2857817,478.00,"51,118.00","24,434,404.00"
3.20,MSFT,"MICROSOFT CORP",2588173,377.85,"63,678.00","24,060,732.30"
3.18,NVDA,"NVIDIA CORP",2379504,487.16,"49,146.00","23,941,965.36"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,333.13,"69,281.00","23,079,579.53"
2.98,QCOM,"QUALCOMM INC",2714923,127.50,"175,602.00","22,389,255.00"
2.97,"005930 KS","SAMSUNG ELECTRON",6771720,55.98,"399,741.00","22,376,029.22"
2.91,AAPL,"APPLE INC",2046251,191.31,"114,244.00","21,856,019.64"
2.87,ORCL,"ORACLE CORP",2661568,116.24,"186,024.00","21,623,429.76"
2.86,CRM,"SALESFORCE INC",2310525,223.84,"96,059.00","21,501,846.56"
2.83,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,41.61,"512,443.00","21,320,846.64"
2.81,"SIE GR","SIEMENS AG-REG",5727973,162.63,"129,923.00","21,129,111.53"
2.66,CSCO,"CISCO SYSTEMS INC",2198163,48.08,"415,683.00","19,986,038.64"
2.62,TSLA,"TESLA INC",B616C79,234.21,"84,145.00","19,707,600.45"
2.49,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.96,"237,306.00","18,737,681.76"
2.32,UBER,"UBER TECHNOLOGIES INC",BK6N347,55.37,"315,286.00","17,457,385.82"
1.76,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,70.96,"186,406.00","13,227,369.76"
1.69,SNPS,"SYNOPSYS INC",2867719,541.03,"23,476.00","12,701,220.28"
1.64,"3690 HK","MEITUAN-CLASS B",BGJW376,14.29,"863,215.00","12,333,382.63"
1.53,CDNS,"CADENCE DESIGN SYS INC",2302232,270.35,"42,573.00","11,509,610.55"
1.52,"000660 KS","SK HYNIX INC",6450267,100.96,"113,467.00","11,455,320.52"
1.30,TRI,"THOMSON REUTERS CORP",BNBXPB4,138.46,"70,706.00","9,789,952.76"
1.07,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,199.58,"40,497.00","8,082,391.26"
1.01,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,234.26,"32,392.00","7,588,149.92"
0.99,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.36,"203,812.00","7,411,566.93"
0.86,"STMMI IM","STMICROELECTRONICS NV",5962343,45.36,"142,551.00","6,465,649.64"
0.73,"WKL NA","WOLTERS KLUWER",5671519,134.91,"40,638.00","5,482,372.05"
0.69,BIDU,"BAIDU INC - SPON ADR",B0FXT17,120.12,"43,496.00","5,224,739.52"
0.69,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.60,"70,861.00","5,215,369.60"
0.69,"EXPN LN","EXPERIAN PLC",B19NLV4,36.41,"142,829.00","5,200,318.21"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,112.13,"45,760.00","5,131,068.80"
0.65,ROK,"ROCKWELL AUTOMATION INC",2754060,272.80,"17,844.00","4,867,843.20"
0.61,TTD,"TRADE DESK INC-A",BD8FDD1,66.83,"68,900.00","4,604,587.00"
0.60,"6702 JP","FUJITSU LIMITED",6356945,137.49,"32,920.00","4,526,128.87"
0.57,ZS,"ZSCALER INC",BZ00V34,190.64,"22,627.00","4,313,611.28"
0.57,"6954 JP","FANUC CORP",6356934,27.19,"157,224.00","4,274,988.68"
0.51,SPLK,"SPLUNK INC",B424494,151.54,"25,466.00","3,859,117.64"
0.46,EBAY,"EBAY INC",2293819,41.64,"83,158.00","3,462,699.12"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,15.78,"199,749.00","3,152,039.22"
0.38,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.53,"116,922.00","2,868,096.66"
0.37,CYBR,"CYBERARK SOFTWAR",BQT3XY6,191.53,"14,569.00","2,790,400.57"
0.37,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,100.45,"27,690.00","2,781,415.47"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,76.55,"36,204.00","2,771,416.20"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,127.42,"20,411.00","2,600,769.62"
0.35,SNAP,"SNAP INC - A",BD8DJ71,12.31,"210,569.00","2,592,104.39"
0.33,WIX,"WIX.COM LTD",BFZCHN7,96.59,"25,826.00","2,494,533.34"
0.33,"6701 JP","NEC CORP",6640400,54.03,"45,392.00","2,452,384.03"
0.32,BZ,"KANZHUN LTD - ADR",BM91SH0,17.32,"140,434.00","2,432,316.88"
0.32,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,18.89,"128,723.00","2,431,577.47"
0.32,HUBB,"HUBBELL INC",BDFG6S3,299.73,"8,043.00","2,410,728.39"
0.32,STNE,"STONECO LTD-A",BGKG6M3,14.19,"169,594.00","2,406,538.86"
0.31,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.94,"478,746.00","2,365,005.24"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,11.55,"197,739.00","2,283,885.45"
0.30,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,286.66,"7,964.00","2,282,960.24"
0.30,PATH,"UIPATH INC - CLASS A",BMD02L5,18.31,"124,543.00","2,280,382.33"
0.30,OKTA,"OKTA INC",BDFZSP1,71.93,"30,896.00","2,222,349.28"
0.29,TWLO,"TWILIO INC - A",BD6P5Q0,62.66,"35,169.00","2,203,689.54"
0.29,"2353 TT","ACER INC",6005850,1.10,"1,958,800.00","2,159,996.20"
0.28,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.51,"51,536.00","2,139,259.36"
0.28,"6502 JP","TOSHIBA CORP",6897217,30.74,"68,663.00","2,111,013.97"
0.28,"6526 JP","SOCIONEXT INC",BMTVX75,95.37,"22,122.00","2,109,707.39"
0.28,PEGA,"PEGASYSTEMS INC",2675860,52.14,"40,190.00","2,095,506.60"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,80.09,"25,407.00","2,034,854.73"
0.27,"5803 JP","FUJIKURA LTD",6356707,7.62,"266,234.00","2,029,415.06"
0.26,"TIETO FH","TIETOEVRY OYJ",5479702,22.47,"88,106.00","1,979,910.11"
0.26,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.56,"229,668.00","1,964,933.69"
0.26,G,"GENPACT LTD",B23DBK6,33.46,"57,618.00","1,927,898.28"
0.25,"AMP IM","AMPLIFON SPA",B14NJ71,30.80,"62,012.00","1,909,699.52"
0.25,IONQ,"IONQ INC",BP484B3,12.42,"151,590.00","1,882,747.80"
0.25,TDC,"TERADATA CORP",B247H10,47.16,"39,918.00","1,882,532.88"
0.25,"2395 TT","ADVANTECH CO LTD",6202673,10.93,"170,757.00","1,866,728.93"
