"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/18/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.85,INTC,"INTEL CORP",2463247,46.74,"787,461.00","36,805,927.14"
3.60,NVDA,"NVIDIA CORP",2379504,571.07,"60,344.00","34,460,648.08"
3.60,NOW,"SERVICENOW INC",B80NXX8,745.96,"46,087.00","34,379,058.52"
3.58,META,"META PLATFORMS INC",B7TL820,376.13,"90,971.00","34,216,922.23"
3.37,CRM,"SALESFORCE INC",2310525,274.46,"117,453.00","32,236,150.38"
3.36,IBM,IBM,2005973,166.84,"192,588.00","32,131,381.92"
3.35,GOOGL,"ALPHABET INC-CL A",BYVY8G0,143.48,"223,287.00","32,037,218.76"
3.31,AMZN,"AMAZON.COM INC",2000019,153.50,"206,015.00","31,623,302.50"
3.26,QCOM,"QUALCOMM INC",2714923,145.29,"214,794.00","31,207,420.26"
3.21,MSFT,"MICROSOFT CORP",2588173,393.87,"77,918.00","30,689,562.66"
3.21,ADBE,"ADOBE INC",2008154,593.70,"51,620.00","30,646,794.00"
3.20,ACN,"ACCENTURE PLC-CL A",B4BNMY3,359.55,"85,006.00","30,563,907.30"
3.18,NFLX,"NETFLIX INC",2857817,485.31,"62,629.00","30,394,479.99"
2.90,"SIE GR","SIEMENS AG-REG",5727973,174.51,"158,982.00","27,744,604.34"
2.76,AAPL,"APPLE INC",2046251,188.63,"139,615.00","26,335,577.45"
2.74,"005930 KS","SAMSUNG ELECTRON",6771720,53.52,"489,050.00","26,174,661.29"
2.70,CSCO,"CISCO SYSTEMS INC",2198163,50.75,"509,141.00","25,838,905.75"
2.61,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.88,"385,098.00","24,985,158.24"
2.59,ORCL,"ORACLE CORP",2661568,108.70,"227,661.00","24,746,750.70"
2.33,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,35.49,"628,343.00","22,301,380.42"
2.28,TSLA,"TESLA INC",B616C79,211.88,"103,000.00","21,823,640.00"
2.07,BABA,"ALIBABA GRP-ADR",BP41ZD1,68.05,"290,547.00","19,771,723.35"
1.85,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,77.52,"228,429.00","17,707,816.08"
1.52,CDNS,"CADENCE DESIGN SYS INC",2302232,279.01,"51,903.00","14,481,456.03"
1.50,SNPS,"SYNOPSYS INC",2867719,494.34,"28,906.00","14,289,392.04"
1.47,"000660 KS","SK HYNIX INC",6450267,101.67,"138,514.00","14,082,489.31"
1.36,TRI,"THOMSON REUTERS CORP",BNBXPB4,150.51,"86,470.00","13,014,599.70"
1.17,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,285.68,"39,262.00","11,216,368.16"
1.10,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,211.61,"49,505.00","10,475,753.05"
0.99,"3690 HK","MEITUAN-CLASS B",BGJW376,8.92,"1,061,915.00","9,476,777.43"
0.96,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.00,"248,852.00","9,208,439.44"
0.80,"STMMI IM","STMICROELECTRONICS NV",5962343,43.74,"174,079.00","7,614,645.74"
0.76,"WKL NA","WOLTERS KLUWER",5671519,147.69,"48,972.00","7,232,633.99"
0.75,DDOG,"DATADOG INC - CLASS A",BKT9Y49,126.92,"56,414.00","7,160,064.88"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,40.50,"174,357.00","7,061,420.94"
0.68,ROK,"ROCKWELL AUTOMATION INC",2754060,300.15,"21,785.00","6,538,767.75"
0.67,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.52,"86,625.00","6,368,670.00"
0.66,ZS,"ZSCALER INC",BZ00V34,227.91,"27,694.00","6,311,739.54"
0.59,BIDU,"BAIDU INC - SPON ADR",B0FXT17,103.64,"53,941.00","5,590,445.24"
0.58,TTD,"TRADE DESK INC-A",BD8FDD1,65.05,"84,692.00","5,509,214.60"
0.57,"6954 JP","FANUC CORP",6356934,28.53,"191,567.00","5,465,402.18"
0.55,"6702 JP","FUJITSU LIMITED",6356945,133.54,"39,339.00","5,253,340.60"
0.50,SPLK,"SPLUNK INC",B424494,152.79,"31,516.00","4,815,329.64"
0.44,SNAP,"SNAP INC - A",BD8DJ71,16.21,"257,010.00","4,166,132.10"
0.43,EBAY,"EBAY INC",2293819,40.79,"101,737.00","4,149,852.23"
0.43,INFA,"INFORMATICA INC - CLASS A",BMG95P4,29.03,"142,820.00","4,146,064.60"
0.42,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,116.81,"34,690.00","4,052,044.13"
0.42,CYBR,"CYBERARK SOFTWAR",BQT3XY6,228.92,"17,536.00","4,014,341.12"
0.42,WIX,"WIX.COM LTD",BFZCHN7,124.83,"31,956.00","3,989,067.48"
0.39,STX,"SEAGATE TECHNOLO",BKVD2N4,83.97,"44,820.00","3,763,535.40"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,14.96,"244,226.00","3,653,620.96"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.14,"584,865.00","3,591,071.10"
0.37,STNE,"STONECO LTD-A",BGKG6M3,17.38,"203,270.00","3,532,832.60"
0.37,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,22.30,"157,436.00","3,510,822.80"
0.36,"2353 TT","ACER INC",6005850,1.42,"2,409,200.00","3,431,854.51"
0.36,"6701 JP","NEC CORP",6640400,61.14,"55,526.00","3,394,993.66"
0.35,HUBB,"HUBBELL INC",BDFG6S3,325.69,"10,134.00","3,300,542.46"
0.34,PATH,"UIPATH INC - CLASS A",BMD02L5,21.60,"152,130.00","3,286,008.00"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,127.67,"24,915.00","3,180,898.05"
0.33,TWLO,"TWILIO INC - A",BD6P5Q0,72.52,"43,051.00","3,122,058.52"
0.32,OKTA,"OKTA INC",BDFZSP1,81.22,"38,189.00","3,101,710.58"
0.32,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,311.44,"9,943.00","3,096,647.92"
0.31,"TEMN SW","TEMENOS AG - REG",7147892,93.50,"31,689.00","2,963,060.97"
0.30,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,45.83,"63,071.00","2,890,543.93"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,10.89,"246,403.00","2,683,328.67"
0.28,"6526 JP","SOCIONEXT INC",BMTVX75,19.77,"135,495.00","2,679,362.31"
0.27,"5803 JP","FUJIKURA LTD",6356707,7.87,"325,349.00","2,562,045.16"
0.27,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,68.04,"37,452.00","2,548,234.08"
0.27,"TIETO FH","TIETOEVRY OYJ",5479702,23.59,"107,811.00","2,543,391.03"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,32.29,"77,581.00","2,505,410.09"
0.26,G,"GENPACT LTD",B23DBK6,34.71,"70,567.00","2,449,380.57"
0.26,ZBRA,"ZEBRA TECH CORP",2989356,249.59,"9,759.00","2,435,748.81"
0.25,BZ,"KANZHUN LTD - ADR",BM91SH0,13.82,"171,674.00","2,372,534.68"
0.25,TDC,"TERADATA CORP",B247H10,47.97,"48,926.00","2,346,980.22"
0.24,"XRO AU","XERO LTD",B8P4LP4,71.76,"32,444.00","2,328,275.57"
0.24,"2395 TT","ADVANTECH CO LTD",6202673,10.49,"220,057.00","2,309,203.57"
0.24,PEGA,"PEGASYSTEMS INC",2675860,46.46,"49,198.00","2,285,739.08"
0.23,"3443 TT","GLOBAL UNICHIP CORP",B056381,54.61,"40,200.00","2,195,121.95"
0.23,DXC,"DXC TECHNOLOGY CO",BYXD7B3,22.81,"95,692.00","2,182,734.52"
0.22,ENV,"ENVESTNET INC",B474ZK7,48.96,"43,362.00","2,123,003.52"
0.22,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,7.60,"278,968.00","2,119,381.46"
0.21,VSAT,"VIASAT INC",2946243,23.89,"84,706.00","2,023,626.34"
0.21,IONQ,"IONQ INC",BP484B3,10.72,"185,370.00","1,987,166.40"
0.20,VRNT,"VERINT SYSTEMS INC",2849193,27.36,"70,993.00","1,942,368.48"
0.20,AMBA,"AMBARELLA INC",B7KH3G6,55.25,"33,868.00","1,871,207.00"
0.19,CGNX,"COGNEX CORP",2208288,38.13,"47,070.00","1,794,779.10"
0.14,,CASH,,1.00,"1,318,041.45","1,318,041.45"
0.03,,"OTHER PAYABLE & RECEIVABLES",,1.00,"288,894.37","288,894.37"
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.09,-332.77,-361.11
0.00,,"TAIWAN DOLLAR",,0.03,"-930,872.00","-29,466.83"
-0.01,,"KOREAN WON",,0.00,"-170,488,172.00","-127,263.22"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
