"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/13/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.56,NVDA,"NVIDIA CORP",2379504,459.77,"52,425.00","24,103,442.25"
5.08,META,"META PLATFORMS INC",B7TL820,313.41,"70,288.00","22,028,962.08"
4.49,TSLA,"TESLA INC",B616C79,277.90,"70,074.00","19,473,564.60"
3.43,CRM,"SALESFORCE INC",2310525,230.37,"64,495.00","14,857,713.15"
3.29,ADBE,"ADOBE INC",2008154,517.28,"27,608.00","14,281,066.24"
3.29,MSFT,"MICROSOFT CORP",2588173,342.66,"41,564.00","14,242,320.24"
3.19,AMZN,"AMAZON.COM INC",2000019,134.30,"103,020.00","13,835,586.00"
3.14,AAPL,"APPLE INC",2046251,190.54,"71,502.00","13,623,991.08"
3.07,ORCL,"ORACLE CORP",2661568,117.45,"113,278.00","13,304,501.10"
2.93,NFLX,"NETFLIX INC",2857817,450.38,"28,208.00","12,704,319.04"
2.90,GOOGL,"ALPHABET INC-CL A",BYVY8G0,124.54,"101,028.00","12,582,027.12"
2.62,ACN,"ACCENTURE PLC-CL A",B4BNMY3,315.21,"36,069.00","11,369,309.49"
2.62,"005930 KS","SAMSUNG ELECTRON",6771720,56.43,"201,308.00","11,360,657.12"
2.61,INTC,"INTEL CORP",2463247,33.87,"333,513.00","11,296,085.31"
2.52,CSCO,"CISCO SYSTEMS INC",2198163,51.53,"211,834.00","10,915,806.02"
2.50,"SIE GR","SIEMENS AG-REG",5727973,168.48,"64,217.00","10,819,051.27"
2.45,NOW,"SERVICENOW INC",B80NXX8,577.45,"18,394.00","10,621,615.30"
2.20,IBM,IBM,2005973,133.92,"71,073.00","9,518,096.16"
2.19,QCOM,"QUALCOMM INC",2714923,123.12,"76,947.00","9,473,714.64"
2.05,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,44.72,"198,843.00","8,892,831.48"
1.91,UBER,"UBER TECHNOLOGIES INC",BK6N347,45.64,"181,710.00","8,293,244.40"
1.88,BABA,"ALIBABA GRP-ADR",BP41ZD1,96.61,"84,343.00","8,148,377.23"
