"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/27/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.16,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.72,"2,032,643.00","129,513,166.11"
4.11,BABA,"ALIBABA GRP-ADR",BP41ZD1,136.55,"937,093.00","127,960,049.15"
3.33,AAPL,"APPLE INC",2046251,237.30,"436,067.00","103,478,699.10"
3.27,"005930 KS","SAMSUNG ELECTRON",6771720,39.02,"2,609,227.00","101,815,553.16"
3.24,META,"META PLATFORMS INC",B7TL820,658.24,"153,008.00","100,715,985.92"
3.21,CSCO,"CISCO SYSTEMS INC",2198163,63.81,"1,566,705.00","99,971,446.05"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,356.87,"268,583.00","95,849,215.21"
3.06,NFLX,"NETFLIX INC",2857817,963.07,"98,675.00","95,030,932.25"
2.97,IBM,IBM,2005973,253.23,"364,351.00","92,264,603.73"
2.78,AMZN,"AMAZON.COM INC",2000019,208.74,"414,089.00","86,436,937.86"
2.77,ORCL,"ORACLE CORP",2661568,164.76,"523,016.00","86,172,116.16"
2.77,CRM,"SALESFORCE INC",2310525,294.90,"291,601.00","85,993,134.90"
2.75,MSFT,"MICROSOFT CORP",2588173,392.53,"217,931.00","85,544,455.43"
2.67,GOOGL,"ALPHABET INC-CL A",BYVY8G0,168.50,"492,521.00","82,989,788.50"
2.58,AVGO,"BROADCOM INC",BDZ78H9,197.80,"405,727.00","80,252,800.60"
2.56,NVDA,"NVIDIA CORP",2379504,120.15,"661,999.00","79,539,179.85"
2.55,NOW,"SERVICENOW INC",B80NXX8,920.96,"86,093.00","79,288,209.28"
2.53,TSM,"TAIWAN SEMIC-ADR",2113382,181.09,"434,339.00","78,654,449.51"
2.41,ADBE,"ADOBE INC",2008154,437.19,"171,756.00","75,090,005.64"
2.34,PLTR,"PALANTIR TECHN-A",BN78DQ4,84.77,"858,763.00","72,797,339.51"
2.33,"SIE GR","SIEMENS AG-REG",5727973,229.71,"315,489.00","72,471,076.29"
2.17,QCOM,"QUALCOMM INC",2714923,154.44,"437,529.00","67,571,978.76"
2.15,TSLA,"TESLA INC",B616C79,281.95,"236,617.00","66,714,163.15"
2.04,AMD,"ADVANCED MICRO DEVICES",2007849,99.51,"638,850.00","63,571,963.50"
1.98,UBER,"UBER TECHNOLOGIES INC",BK6N347,74.21,"828,881.00","61,511,259.01"
1.70,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,110.83,"477,498.00","52,921,103.34"
1.56,"3690 HK","MEITUAN-CLASS B",BGJW376,22.22,"2,183,315.00","48,524,039.33"
1.29,MU,"MICRON TECHNOLOGY INC",2588184,91.82,"438,408.00","40,254,622.56"
1.27,"000660 KS","SK HYNIX INC",6450267,138.06,"286,587.00","39,567,598.00"
1.26,INTC,"INTEL CORP",2463247,23.09,"1,696,738.00","39,177,680.42"
1.21,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,320.49,"117,713.00","37,725,839.37"
1.04,FTNT,"FORTINET INC",B5B2106,107.09,"301,576.00","32,295,773.84"
1.00,TRI,"THOMSON REUTERS CORP",BNBXPB4,176.44,"176,804.00","31,195,297.76"
0.96,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,87.65,"340,651.00","29,858,060.15"
0.89,SNPS,"SYNOPSYS INC",2867719,454.71,"61,068.00","27,768,230.28"
0.87,CDNS,"CADENCE DESIGN SYS INC",2302232,248.56,"108,212.00","26,897,174.72"
0.72,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,173.69,"129,554.00","22,502,234.26"
0.71,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,260.57,"84,426.00","21,998,882.82"
0.70,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,216.87,"100,213.00","21,733,193.31"
0.62,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.61,"513,607.00","19,314,947.63"
0.55,"EXPN LN","EXPERIAN PLC",B19NLV4,47.63,"360,834.00","17,187,562.01"
0.52,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,89.40,"179,742.00","16,068,934.80"
