"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 11/24/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.76,INTC,"INTEL CORP",2463247,43.96,"660,516.00","29,036,283.36"
3.49,ADBE,"ADOBE INC",2008154,619.43,"43,421.00","26,896,270.03"
3.38,NOW,"SERVICENOW INC",B80NXX8,673.90,"38,691.00","26,073,864.90"
3.34,META,"META PLATFORMS INC",B7TL820,338.23,"76,133.00","25,750,464.59"
3.32,GOOGL,"ALPHABET INC-CL A",BYVY8G0,136.69,"187,182.00","25,585,907.58"
3.28,AMZN,"AMAZON.COM INC",2000019,146.74,"172,655.00","25,335,394.70"
3.26,NFLX,"NETFLIX INC",2857817,479.56,"52,438.00","25,147,167.28"
3.25,IBM,IBM,2005973,155.18,"161,774.00","25,104,089.32"
3.20,MSFT,"MICROSOFT CORP",2588173,377.43,"65,328.00","24,656,747.04"
3.12,NVDA,"NVIDIA CORP",2379504,477.76,"50,400.00","24,079,104.00"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,334.04,"71,063.00","23,737,884.52"
2.98,QCOM,"QUALCOMM INC",2714923,127.75,"180,156.00","23,014,929.00"
2.92,"005930 KS","SAMSUNG ELECTRON",6771720,54.89,"410,103.00","22,508,810.89"
2.89,AAPL,"APPLE INC",2046251,189.97,"117,214.00","22,267,143.58"
2.88,ORCL,"ORACLE CORP",2661568,116.25,"190,842.00","22,185,382.50"
2.87,CRM,"SALESFORCE INC",2310525,224.38,"98,567.00","22,116,463.46"
2.85,"SIE GR","SIEMENS AG-REG",5727973,165.04,"133,289.00","21,998,051.09"
2.81,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,41.22,"525,643.00","21,664,457.27"
2.67,CSCO,"CISCO SYSTEMS INC",2198163,48.36,"426,441.00","20,622,686.76"
2.64,TSLA,"TESLA INC",B616C79,235.45,"86,323.00","20,324,750.35"
2.48,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.49,"243,444.00","19,107,919.56"
2.32,UBER,"UBER TECHNOLOGIES INC",BK6N347,55.32,"323,470.00","17,894,360.40"
1.74,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,70.35,"191,224.00","13,452,608.40"
1.69,SNPS,"SYNOPSYS INC",2867719,542.69,"24,070.00","13,062,548.30"
1.60,"3690 HK","MEITUAN-CLASS B",BGJW376,14.00,"883,015.00","12,361,586.82"
1.53,CDNS,"CADENCE DESIGN SYS INC",2302232,270.61,"43,695.00","11,824,303.95"
1.48,"000660 KS","SK HYNIX INC",6450267,97.98,"116,371.00","11,402,371.49"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,138.79,"72,554.00","10,069,769.66"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,200.12,"41,553.00","8,315,586.36"
1.02,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,236.61,"33,250.00","7,867,282.50"
1.00,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.88,"209,092.00","7,712,166.09"
0.87,"STMMI IM","STMICROELECTRONICS NV",5962343,45.73,"146,247.00","6,688,534.74"
0.75,"WKL NA","WOLTERS KLUWER",5671519,137.95,"41,694.00","5,751,808.81"
0.71,BIDU,"BAIDU INC - SPON ADR",B0FXT17,123.40,"44,618.00","5,505,861.20"
0.70,"EXPN LN","EXPERIAN PLC",B19NLV4,36.72,"146,525.00","5,380,099.33"
0.70,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.71,"72,709.00","5,359,380.39"
0.69,DDOG,"DATADOG INC - CLASS A",BKT9Y49,112.87,"46,948.00","5,299,020.76"
0.65,ROK,"ROCKWELL AUTOMATION INC",2754060,273.00,"18,306.00","4,997,538.00"
0.62,"6702 JP","FUJITSU LIMITED",6356945,141.30,"33,778.00","4,772,818.63"
0.62,TTD,"TRADE DESK INC-A",BD8FDD1,67.27,"70,682.00","4,754,778.14"
0.58,ZS,"ZSCALER INC",BZ00V34,193.09,"23,221.00","4,483,742.89"
0.58,"6954 JP","FANUC CORP",6356934,27.49,"161,250.00","4,432,878.50"
0.52,SPLK,"SPLUNK INC",B424494,151.93,"26,126.00","3,969,323.18"
0.46,EBAY,"EBAY INC",2293819,41.48,"85,336.00","3,539,737.28"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,15.83,"204,963.00","3,244,564.29"
0.38,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.66,"119,958.00","2,958,164.28"
0.38,CYBR,"CYBERARK SOFTWAR",BQT3XY6,193.49,"14,965.00","2,895,577.85"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,76.08,"37,128.00","2,824,698.24"
0.35,SNAP,"SNAP INC - A",BD8DJ71,12.52,"215,981.00","2,704,082.12"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,128.15,"20,939.00","2,683,332.85"
0.35,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,96.46,"27,690.00","2,670,878.07"
0.34,BZ,"KANZHUN LTD - ADR",BM91SH0,17.96,"144,064.00","2,587,389.44"
0.33,WIX,"WIX.COM LTD",BFZCHN7,96.21,"26,486.00","2,548,218.06"
0.33,STNE,"STONECO LTD-A",BGKG6M3,14.50,"173,950.00","2,522,275.00"
0.33,"6701 JP","NEC CORP",6640400,53.84,"46,580.00","2,508,069.96"
0.32,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,18.89,"132,089.00","2,495,161.21"
0.32,HUBB,"HUBBELL INC",BDFG6S3,300.53,"8,241.00","2,476,667.73"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.97,"491,154.00","2,441,035.38"
0.30,PATH,"UIPATH INC - CLASS A",BMD02L5,18.35,"127,777.00","2,344,707.95"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,11.51,"202,953.00","2,335,989.03"
0.30,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,285.67,"8,162.00","2,331,638.54"
0.30,OKTA,"OKTA INC",BDFZSP1,73.25,"31,688.00","2,321,146.00"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,63.04,"36,093.00","2,275,302.72"
0.29,"2353 TT","ACER INC",6005850,1.12,"2,011,600.00","2,258,401.99"
0.29,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,41.73,"52,856.00","2,205,680.88"
0.28,"6502 JP","TOSHIBA CORP",6897217,30.77,"70,445.00","2,167,937.16"
0.28,PEGA,"PEGASYSTEMS INC",2675860,52.27,"41,246.00","2,155,928.42"
0.27,"6526 JP","SOCIONEXT INC",BMTVX75,92.34,"22,716.00","2,097,551.12"
0.27,"5803 JP","FUJIKURA LTD",6356707,7.67,"273,164.00","2,093,882.77"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,79.36,"26,067.00","2,068,570.23"
