ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
DDOG,Earnings Estimates Rising for Datadog  ( DDOG ) : Will It Gain?,https://www.zacks.com/stock/news/2025481/earnings-estimates-rising-for-datadog-ddog-will-it-gain,20221205T172006,Zacks Commentary,"Datadog (DDOG) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",0.393263,Bullish,0.608634,Bullish,0,focused,AI
DDOG,2 Top Growth Stocks Down 61% and 75% to Buy Before They Rebound,https://www.fool.com/investing/2022/12/05/2-top-growth-stocks-down-61-75-buy-before-rebound/,20221205T141500,Motley Fool,There's a disconnect between the strong performance of these two businesses and their languishing stock prices.,0.181674,Somewhat-Bullish,0.255641,Neutral,0,broad,
DDOG,5 Technology Bigwigs to Buy on the Dip for Gains in 2023,https://www.zacks.com/stock/news/2025203/5-technology-bigwigs-to-buy-on-the-dip-for-gains-in-2023,20221205T131500,Zacks Commentary,"We have narrowed our search to five large-cap technology stocks with attractive valuations. These are: ABNB, FTNT, DDOG, VRSN and PAYC.",0.165151,Somewhat-Bullish,0.191929,Somewhat-Bullish,0,focused,AI
DDOG,Looking for Tech Stocks? These 3 Are Great Buys,https://www.fool.com/investing/2022/12/05/looking-for-tech-stocks-these-3-are-great-buys/,20221205T121200,Motley Fool,"Datadog, ServiceNow, and Accenture are still rock-solid investments.",0.276001,Somewhat-Bullish,0.199447,Somewhat-Bullish,0,broad,
DDOG,"$65 Million Bet On Iovance Biotherapeutics? Check Out These 3 Stocks Insiders Are Buying - Enviva  ( NYSE:EVA ) , Datadog  ( NASDAQ:DDOG ) ",https://www.benzinga.com/trading-ideas/long-ideas/22/12/29954380/65-million-bet-on-iovance-biotherapeutics-check-out-these-3-stocks-insiders-are-buying,20221205T113023,Benzinga,"Although US stocks closed mixed on Friday, there were a few notable insider trades. When insiders purchase shares, it indicates their confidence in the company's prospects or that they view the stock as a bargain. Either way, this signals an opportunity to go long on the stock.",0.305168,Somewhat-Bullish,0.529185,Bullish,0,focused,AI
DDOG,3 Stocks Billionaires Have Bought Ahead of 2023,https://www.fool.com/investing/2022/12/04/3-stocks-billionaires-have-bought-ahead-of-2023/,20221204T124500,Motley Fool,Some of the world's wealthiest investors have been buying stocks in the face of heightened economic uncertainty.,0.25571,Somewhat-Bullish,0.323502,Neutral,0,focused,AI
DDOG,BTIG Remains a Hold on Snowflake  ( SNOW ) ,https://markets.businessinsider.com/news/stocks/btig-remains-a-hold-on-snowflake-snow-1031951307,20221203T020518,Business Insider,BTIG Remains a Hold on Snowflake (SNOW) ...,0.166841,Somewhat-Bullish,0.143415,Neutral,0,focused,AI
DDOG,How Much Upside is Left in Datadog  ( DDOG ) ? Wall Street Analysts Think 54%,https://www.zacks.com/stock/news/2024235/how-much-upside-is-left-in-datadog-ddog-wall-street-analysts-think-54,20221201T145525,Zacks Commentary,"The mean of analysts' price targets for Datadog (DDOG) points to a 54% upside in the stock. While this highly sought-after metric has not proven reasonably effective, strong agreement among analysts in raising earnings estimates does indicate an upside in the stock.",0.226885,Somewhat-Bullish,0.285526,Somewhat-Bullish,0,focused,AI
DDOG,"The Zacks Analyst Blog Highlights Airbnb, Datadog, Ceridian HCM Holding, Cloudflare and Unity Software",https://www.zacks.com/stock/news/2024137/the-zacks-analyst-blog-highlights-airbnb-datadog-ceridian-hcm-holding-cloudflare-and-unity-software,20221201T141800,Zacks Commentary,"Airbnb, Datadog, Ceridian HCM Holding, Cloudflare and Unity Software are part of the Zacks top Analyst Blog.",0.245236,Somewhat-Bullish,0.245649,Somewhat-Bullish,0,focused,AI
DDOG,Datadog  ( DDOG )  Reveals New Integration With Amazon Security Lake,https://www.zacks.com/stock/news/2023753/datadog-ddog-reveals-new-integration-with-amazon-security-lake,20221130T162500,Zacks Commentary,"Datadog (DDOG) announces new integration with Amazon Security Lake, boosting efforts toward cloud security management.",0.021707,Neutral,0.597724,Neutral,0,broad,
DDOG,"Datadog, Inc.  ( DDOG )  is Attracting Investor Attention: Here is What You Should Know",https://www.zacks.com/stock/news/2023619/datadog-inc-ddog-is-attracting-investor-attention-here-is-what-you-should-know,20221130T140007,Zacks Commentary,"Datadog (DDOG) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",0.228812,Somewhat-Bullish,0.484798,Neutral,0,broad,
DDOG,Aisera Named a Leader in AI Chatbots for IT Operations Report,https://www.prnewswire.com/news-releases/aisera-named-a-leader-in-ai-chatbots-for-it-operations-report-301690142.html,20221130T140000,PR Newswire,"Aisera recognized for its best-in-class ROI, User Experience, Time-to-value with the highest possible scores in AI chatbot deployment & security",0.408241,Bullish,0.068896,Somewhat-Bullish,0,focused,"AI, chatbot"
DDOG,Top 5 Heavily Shorted Internet Stocks Set to Rebound in 2023,https://www.zacks.com/stock/news/2023555/top-5-heavily-shorted-internet-stocks-set-to-rebound-in-2023,20221130T132400,Zacks Commentary,"We have narrowed our search to five Internet-based stocks. These are: ABNB, DDOG, CDAY, U and NET.",0.260951,Somewhat-Bullish,0.224309,Somewhat-Bullish,0,broad,
DDOG,Datadog Launches Universal Service Monitoring,https://www.prnewswire.com/news-releases/datadog-launches-universal-service-monitoring-301689156.html,20221129T210500,PR Newswire,"Universal Service Monitoring instantly discovers, maps and monitors every microservice-without any code changes",0.078837,Neutral,0.308246,Neutral,0,broad,
DDOG,All You Need to Know About Datadog  ( DDOG )  Rating Upgrade to Buy,https://www.zacks.com/stock/news/2021535/all-you-need-to-know-about-datadog-ddog-rating-upgrade-to-buy,20221123T170006,Zacks Commentary,"Datadog (DDOG) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",0.301363,Somewhat-Bullish,0.365166,Bullish,0,broad,
DDOG,"Got $1,000? 2 Growth Stocks to Buy in 2023 and Hold Forever",https://www.fool.com/investing/2022/11/23/got-1000-2-growth-stocks-to-buy-in-2023-and-hold/,20221123T131500,Motley Fool,These two super stocks have the potential to be fabulous long-term investments.,0.302958,Somewhat-Bullish,0.443626,Somewhat-Bullish,0,broad,
DDOG,Why Datadog Is a No-Brainer Buy Near Its 52-Week Low,https://www.fool.com/investing/2022/11/23/why-datadog-is-no-brainer-buy-near-its-52-week-low/,20221123T114500,Motley Fool,"Datadog has a great product, but its expenses are rising quickly.",0.178979,Somewhat-Bullish,0.64202,Neutral,0,focused,AI
DDOG,2 Growth Stocks Billionaires Can't Stop Buying in a Bear Market,https://www.fool.com/investing/2022/11/21/2-growth-stocks-billionaires-cant-stop-buying-bear/,20221121T101000,Motley Fool,These wealthy hedge fund managers have been buying stocks hand over fist this year.,0.262207,Somewhat-Bullish,0.050359,Neutral,0,focused,AI
