ticker,title,url,time_published,source,summary,sentiment_score,sentiment_label,ticker_sentiment_score,ticker_sentiment_label,relevance_score,category,ai_keywords_found
FRSH,Freshworks Announces Inducement Grant Under Listing Rule 5635 ( c )  ( 4 )  of The Nasdaq Stock Market,https://www.globenewswire.com/news-release/2023/12/01/2789581/0/en/Freshworks-Announces-Inducement-Grant-Under-Listing-Rule-5635-c-4-of-The-Nasdaq-Stock-Market.html,20231201T223000,GlobeNewswire,"SAN MATEO, Calif., Dec. 01, 2023 ( GLOBE NEWSWIRE ) -- Freshworks Inc. ( NASDAQ: FRSH ) , a leading software company empowering businesses to delight their customers and employees, today announced that it granted to Mika Yamamoto, Freshworks' recently-appointed Chief Customer and Marketing ...",0.406306,Bullish,0.353898,Bullish,0,broad,
FRSH,Papa Murphy's  ( FRSH )  - Freshworks Announces Inducement Grants Under Listing Rule 5635 ( c )  ( 4 )  of The Nasdaq Stock Market,https://www.benzinga.com/pressreleases/22/09/g28728921/freshworks-announces-inducement-grants-under-listing-rule-5635-c-4-of-the-nasdaq-stock-market,20220902T001500,Benzinga,"SAN MATEO, Calif. , Sept. 01, 2022 ( GLOBE NEWSWIRE ) -- Freshworks Inc.",0.385855,Bullish,0.401331,Bullish,0,broad,
FRSH,Freshworks Announces Inducement Grants Under Listing Rule 5635 ( c )  ( 4 )  of The Nasdaq Stock Market,https://www.globenewswire.com/news-release/2022/09/02/2509023/0/en/Freshworks-Announces-Inducement-Grants-Under-Listing-Rule-5635-c-4-of-The-Nasdaq-Stock-Market.html,20220902T001500,GlobeNewswire,"SAN MATEO, Calif. , Sept. 01, 2022 ( GLOBE NEWSWIRE ) -- Freshworks Inc. ( NASDAQ: FRSH ) , a leading software company empowering businesses to delight their customers and employees, today announced that it granted to Dennis Woodside, Freshworks' recently-appointed President and director, the ...",0.410815,Bullish,0.419733,Bullish,0,broad,
